Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7eiIoCD2TGCWQr Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSInutilizacao.java - startLine: 59;startOffset: 36;endOffset: 56;endLine: 59,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7eiIoCD2TGCWQs Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSInutilizacao.java - startLine: 66;startOffset: 36;endOffset: 59;endLine: 66,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKpniIoCD2TGCVs_ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoFormaPagamentoTest.java - startLine: 35;startOffset: 10;endOffset: 48;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKpniIoCD2TGCVtA Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoFormaPagamentoTest.java - startLine: 44;startOffset: 10;endOffset: 48;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make infSolicNFF transient or serializable.""",CRITICAL,30min,Key: AYTIxLahiIoCD2TGCWH8 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfo.java - startLine: 70;startOffset: 27;endOffset: 38;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make infPag transient or serializable.""",CRITICAL,30min,Key: AYTIxLcfiIoCD2TGCWIC Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoModalRodoviarioANTT.java - startLine: 42;startOffset: 49;endOffset: 55;endLine: 42,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field CNPJIPEF to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLfoiIoCD2TGCWIO Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoModalRodoviarioInfPagBanco.java - startLine: 34;startOffset: 19;endOffset: 27;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLfoiIoCD2TGCWIN Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoModalRodoviarioInfPagBanco.java - startLine: 56;startOffset: 35;endOffset: 43;endLine: 56,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field NCM to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLa5iIoCD2TGCWH- Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominante.java - startLine: 32;startOffset: 19;endOffset: 22;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLa5iIoCD2TGCWH9 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominante.java - startLine: 65;startOffset: 30;endOffset: 33;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field CEP to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLfMiIoCD2TGCWII Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominanteInfLotacaoLocalCarrega.java - startLine: 19;startOffset: 19;endOffset: 22;endLine: 19,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLfMiIoCD2TGCWIH Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominanteInfLotacaoLocalCarrega.java - startLine: 31;startOffset: 30;endOffset: 33;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field CEP to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLdGiIoCD2TGCWIF Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominanteInfLotacaoLocalDescarrega.java - startLine: 19;startOffset: 19;endOffset: 22;endLine: 19,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxLdGiIoCD2TGCWIE Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfoProdutoPredominanteInfLotacaoLocalDescarrega.java - startLine: 31;startOffset: 30;endOffset: 33;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make infViagens transient or serializable.""",CRITICAL,30min,Key: AYTIxLcPiIoCD2TGCWH_ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/evento/MDFeEnviaEventoPagamento.java - startLine: 32;startOffset: 53;endOffset: 63;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make infPag transient or serializable.""",CRITICAL,30min,Key: AYTIxLcPiIoCD2TGCWIA Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/evento/MDFeEnviaEventoPagamento.java - startLine: 35;startOffset: 49;endOffset: 55;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxLW8iIoCD2TGCWEY Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSPagamentoTransporte.java - startLine: 46;startOffset: 97;endOffset: 106;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxLW8iIoCD2TGCWEZ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSPagamentoTransporte.java - startLine: 57;startOffset: 31;endOffset: 54;endLine: 57,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxLW8iIoCD2TGCWEa Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSPagamentoTransporte.java - startLine: 67;startOffset: 31;endOffset: 57;endLine: 67,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcE Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 85;startOffset: 72;endOffset: 81;endLine: 85,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcF Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 89;startOffset: 68;endOffset: 77;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcG Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 93;startOffset: 85;endOffset: 94;endLine: 93,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal http://www.portalfiscal.inf.br/nfe/wsdl/CadConsultaCadastro4 11 times.""",CRITICAL,24min,Key: AYTIxMTSiIoCD2TGCWRt Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 86;startOffset: 58;endOffset: 120;endLine: 86,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDadosMsg 5 times.""",CRITICAL,12min,Key: AYTIxMTSiIoCD2TGCWRs Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 118;startOffset: 347;endOffset: 360;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeResultMsg 3 times.""",CRITICAL,8min,Key: AYTIxMTSiIoCD2TGCWRu Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 330;startOffset: 159;endOffset: 173;endLine: 330,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field _operations to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSz Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 9;startOffset: 59;endOffset: 70;endLine: 9,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSQ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 12;startOffset: 22;endOffset: 29;endLine: 12,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSR Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 12;startOffset: 68;endOffset: 75;endLine: 12,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSS Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 13;startOffset: 73;endOffset: 80;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWST Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 13;startOffset: 22;endOffset: 29;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSU Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 14;startOffset: 62;endOffset: 69;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSV Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 14;startOffset: 22;endOffset: 29;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.axis2.AxisFault' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWS9 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 57;startOffset: 46;endOffset: 72;endLine: 57,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSr Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 63;startOffset: 51;endOffset: 62;endLine: 63,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal http://www.portalfiscal.inf.br/nfe/wsdl/CadConsultaCadastro4 19 times.""",CRITICAL,40min,Key: AYTIxMThiIoCD2TGCWSn Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 69;startOffset: 58;endOffset: 120;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal consultaCadastro 9 times.""",CRITICAL,20min,Key: AYTIxMThiIoCD2TGCWSq Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 69;startOffset: 121;endOffset: 139;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1186:  ""Add a nested comment explaining why this method is empty throw an UnsupportedOperationException or complete the implementation.""",CRITICAL,5min,Key: AYTIxMThiIoCD2TGCWS0 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 76;startOffset: 17;endOffset: 31;endLine: 76,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 35 to the 15 allowed.""",CRITICAL,25min,Key: AYTIxMThiIoCD2TGCWS- Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 79;startOffset: 24;endOffset: 40;endLine: 79,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSs Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 80;startOffset: 48;endOffset: 63;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSt Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 83;startOffset: 52;endOffset: 68;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSu Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 110;startOffset: 52;endOffset: 73;endLine: 110,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWSv Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 111;startOffset: 47;endOffset: 57;endLine: 111,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSW Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 129;startOffset: 24;endOffset: 29;endLine: 129,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSX Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 130;startOffset: 42;endOffset: 53;endLine: 130,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWSY Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 136;startOffset: 24;endOffset: 29;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3878:  ""Remove this array creation and simply pass the elements.""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWTE Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 140;startOffset: 32;endOffset: 57;endLine: 140,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3878:  ""Disambiguate this call by either casting as Object or Object[].""",MINOR,2min,Key: AYTIxMThiIoCD2TGCWTF Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 141;startOffset: 37;endOffset: 64;endLine: 141,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 144 which has the same body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWS_ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 147;startOffset: 29;endOffset: 53;endLine: 147,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 144 which has the same body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWTA Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 150;startOffset: 29;endOffset: 52;endLine: 150,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 144 which has the same body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWTB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 153;startOffset: 29;endOffset: 74;endLine: 153,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 144 which has the same body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWTC Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 156;startOffset: 29;endOffset: 53;endLine: 156,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 144 which has the same body.""",MINOR,5min,Key: AYTIxMThiIoCD2TGCWTD Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 159;startOffset: 29;endOffset: 53;endLine: 159,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTIxMThiIoCD2TGCWTG Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/MTCadConsultaCadastro4Stub.java - startLine: 182;startOffset: 14;endOffset: 47;endLine: 182,Maintenance (Code Smells)
